fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2000-01-01,3195,"MADRID, RETIRO",MADRID,667,5.4,"0,0",0.3,Varias,10.4,13:00,04,0.6,4.7,23:00,8.4,949.5,11,947.4,15,80,,,,
2000-01-02,3195,"MADRID, RETIRO",MADRID,667,5,"0,0",0.3,Varias,9.6,13:50,03,0.3,4.4,23:50,8.5,948.6,00,947.4,18,73,,,,
2000-01-03,3195,"MADRID, RETIRO",MADRID,667,3.5,"0,0",0.1,06:50,6.9,13:30,04,0.6,5,23:10,8.2,951.1,09,947.9,00,76,,,,
2000-01-04,3195,"MADRID, RETIRO",MADRID,667,4.3,"0,0",1.4,23:55,7.2,14:30,11,1.1,3.9,11:30,4.7,951.1,10,949,16,77,,,,
2000-01-05,3195,"MADRID, RETIRO",MADRID,667,0.6,"0,0",-0.4,23:58,1.6,00:15,05,0.8,4.4,22:40,0,949.1,00,944.5,18,93,,,,
2000-01-06,3195,"MADRID, RETIRO",MADRID,667,3.8,"0,0",-1.1,03:20,8.8,14:10,05,0.8,5,03:30,7.5,948.2,24,944.6,03,78,,,,
2000-01-07,3195,"MADRID, RETIRO",MADRID,667,6.2,"0,0",0.6,Varias,11.7,14:15,02,0.8,3.9,05:20,8.2,948.3,07,946.3,24,73,,,,
2000-01-08,3195,"MADRID, RETIRO",MADRID,667,5.4,"0,1",-0.1,07:10,11,14:40,02,0.8,3.9,00:40,6.8,947,10,944.5,16,79,,,,
2000-01-09,3195,"MADRID, RETIRO",MADRID,667,5.5,"0,9",3,Varias,8,13:10,05,2.5,8.3,21:40,0.1,947.7,23,944.5,06,79,,,,
2000-01-10,3195,"MADRID, RETIRO",MADRID,667,4.8,"0,2",1.8,05:40,7.8,16:30,04,3.3,12.2,11:00,7.9,950.9,24,946.9,02,62,,,,
2000-01-11,3195,"MADRID, RETIRO",MADRID,667,5.2,"0,0",1.5,06:10,9,Varias,03,2.5,8.3,10:50,6.9,953.3,11,949.4,02,63,,,,
2000-01-12,3195,"MADRID, RETIRO",MADRID,667,4,"0,0",-0.4,08:00,8.3,15:30,25,1.7,5.3,15:30,8.5,952.6,00,946.5,24,77,,,,
2000-01-13,3195,"MADRID, RETIRO",MADRID,667,2.8,"12,7",-1,06:40,6.6,Varias,17,0.8,6.9,23:59,3,946.5,00,934.5,24,83,,,,
2000-01-14,3195,"MADRID, RETIRO",MADRID,667,3.2,"6,7",1.8,06:45,4.6,12:30,12,0.6,8.9,04:40,0,934.5,00,929,15,94,,,,
2000-01-15,3195,"MADRID, RETIRO",MADRID,667,4.3,"0,0",1.1,06:05,7.5,14:50,03,3.1,10,18:10,6,943.4,24,933.1,00,78,,,,
2000-01-16,3195,"MADRID, RETIRO",MADRID,667,5.2,"0,0",1.8,02:40,8.6,14:10,05,2.8,8.9,08:00,5.7,948.2,24,943.4,00,77,,,,
2000-01-17,3195,"MADRID, RETIRO",MADRID,667,5.4,"0,0",-1,07:20,11.8,15:25,07,1.1,6.1,03:30,8.6,951,10,947.8,24,79,,,,
2000-01-18,3195,"MADRID, RETIRO",MADRID,667,4.6,"0,0",-0.2,07:20,9.4,15:30,05,0.8,3.9,02:50,8,947.8,00,942.1,24,72,,,,
2000-01-19,3195,"MADRID, RETIRO",MADRID,667,6.4,"0,0",-0.2,04:15,13.1,13:10,03,3.1,12.2,14:20,8.8,945.3,24,940.6,07,59,,,,
2000-01-20,3195,"MADRID, RETIRO",MADRID,667,5.5,"0,0",1.8,Varias,9.2,16:10,04,2.2,8.3,08:30,8,949.8,24,945.3,00,70,,,,
2000-01-21,3195,"MADRID, RETIRO",MADRID,667,4.8,"0,0",-0.5,05:30,10.2,16:10,04,1.1,3.6,07:40,8.5,949.8,00,945,24,76,,,,
2000-01-22,3195,"MADRID, RETIRO",MADRID,667,4.1,"0,0",-0.5,07:30,8.7,16:15,04,0.6,5.8,23:50,7.7,945,00,939.9,20,79,,,,
2000-01-23,3195,"MADRID, RETIRO",MADRID,667,3.6,"0,0",-2,07:30,9.2,14:15,04,1.7,8.9,20:30,8.5,941.5,24,937.5,15,68,,,,
2000-01-24,3195,"MADRID, RETIRO",MADRID,667,2.7,"0,0",-1.8,07:10,7.2,15:40,08,1.4,6.9,00:20,8.3,941.5,00,937.9,16,75,,,,
2000-01-25,3195,"MADRID, RETIRO",MADRID,667,2.5,"0,0",-0.8,08:10,5.8,14:10,17,2.2,9.7,22:20,8.3,940.3,24,937,14,59,,,,
2000-01-26,3195,"MADRID, RETIRO",MADRID,667,2.8,"4,1",0.5,Varias,5.1,15:20,07,3.1,6.7,09:30,0.1,948.1,24,940.3,00,82,,,,
2000-01-27,3195,"MADRID, RETIRO",MADRID,667,5.1,"0,0",1.9,03:30,8.3,16:15,04,2.2,7.8,06:10,1.6,949.3,10,947,Varias,83,,,,
2000-01-28,3195,"MADRID, RETIRO",MADRID,667,7.6,"0,0",3.6,07:30,11.6,16:40,04,1.1,4.4,22:30,6.9,949.1,Varias,946.1,17,69,,,,
2000-01-29,3195,"MADRID, RETIRO",MADRID,667,6.9,"0,0",2.2,07:30,11.6,16:00,23,0.8,4.4,14:50,8.2,953.5,24,948.2,00,73,,,,
2000-01-30,3195,"MADRID, RETIRO",MADRID,667,8.4,"0,0",1.2,07:10,15.5,16:15,27,1.1,3.9,13:10,8.6,955.9,11,952.7,18,67,,,,
2000-01-31,3195,"MADRID, RETIRO",MADRID,667,9.5,"0,0",3.8,07:20,15.2,14:50,04,0.8,4.2,01:40,6.3,953.4,00,950.6,18,66,,,,
2000-02-01,3195,"MADRID, RETIRO",MADRID,667,8.2,"1,8",5.5,Varias,11,16:00,04,1.1,4.2,01:40,0,951.8,10,949.5,16,81,,,,
2000-02-02,3195,"MADRID, RETIRO",MADRID,667,11.2,"0,0",7.3,07:50,15,16:15,27,2.5,12.5,13:40,7,953.7,24,949.9,Varias,72,,,,
2000-02-03,3195,"MADRID, RETIRO",MADRID,667,10.9,"0,0",5.8,07:20,16,17:45,06,1.7,6.1,06:00,9,954.9,24,953.7,Varias,70,,,,
2000-02-04,3195,"MADRID, RETIRO",MADRID,667,9.7,"0,0",2.8,06:50,16.6,Varias,04,0.8,6.1,03:40,8.3,956.1,11,953.7,Varias,55,,,,
2000-02-05,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",6.3,06:00,14.5,14:10,04,1.4,6.4,05:00,5,955.5,00,952.1,17,55,,,,
2000-02-06,3195,"MADRID, RETIRO",MADRID,667,8.6,"0,0",3.4,07:40,13.8,14:45,27,1.7,8.6,22:30,6.4,953.4,00,951.1,15,53,,,,
2000-02-07,3195,"MADRID, RETIRO",MADRID,667,8.4,"0,0",3.5,07:45,13.4,14:20,23,0.8,6.7,14:40,4.2,955.7,11,952.7,00,77,,,,
2000-02-08,3195,"MADRID, RETIRO",MADRID,667,10,"0,0",5,07:30,15,15:15,32,1.4,6.9,18:30,4.4,953.7,11,950.7,16,75,,,,
2000-02-09,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",5.2,07:25,15.5,13:20,04,1.1,3.6,22:30,7.7,954.6,10,951.9,Varias,73,,,,
2000-02-10,3195,"MADRID, RETIRO",MADRID,667,9.8,"0,0",4.6,06:30,15,16:00,23,1.4,5.6,14:20,7.3,952.2,00,948.5,24,63,,,,
2000-02-11,3195,"MADRID, RETIRO",MADRID,667,9.6,"0,0",4.6,06:30,14.5,16:15,24,0.6,5.3,15:50,4.1,948.9,11,945.7,17,75,,,,
2000-02-12,3195,"MADRID, RETIRO",MADRID,667,10.3,"0,0",5.6,07:25,15,Varias,03,1.4,9.7,10:10,9,952.2,24,946.7,16,58,,,,
2000-02-13,3195,"MADRID, RETIRO",MADRID,667,8.8,"0,0",2.3,07:30,15.2,Varias,26,1.1,4.7,16:40,6.6,952.7,10,949.8,17,62,,,,
2000-02-14,3195,"MADRID, RETIRO",MADRID,667,12.1,"0,0",5.8,07:15,18.4,16:10,03,1.4,5.3,23:20,9.3,951,Varias,948.6,17,70,,,,
2000-02-15,3195,"MADRID, RETIRO",MADRID,667,12.7,"0,0",7.4,07:00,18,16:10,28,1.4,8.9,21:50,9.3,951.1,11,947.1,24,65,,,,
2000-02-16,3195,"MADRID, RETIRO",MADRID,667,10.6,"0,0",7.1,23:50,14.1,13:10,31,2.5,14.7,14:00,8.7,947.1,Varias,944.6,14,57,,,,
2000-02-17,3195,"MADRID, RETIRO",MADRID,667,10.8,"0,0",6,04:20,15.6,15:40,32,3.1,12.8,10:30,8.7,948.5,24,946.5,13,65,,,,
2000-02-18,3195,"MADRID, RETIRO",MADRID,667,11.6,"0,0",5.6,06:40,17.5,16:15,26,1.1,4.4,18:10,9.5,948.9,10,945.8,Varias,82,,,,
2000-02-19,3195,"MADRID, RETIRO",MADRID,667,12.4,"0,0",5.2,06:50,19.5,16:30,04,0.8,5.6,20:10,9.5,946.3,00,942.9,16,63,,,,
2000-02-20,3195,"MADRID, RETIRO",MADRID,667,11.2,"0,0",5.6,06:45,16.8,16:10,03,1.1,6.1,23:30,9.5,946.1,11,943.7,16,55,,,,
2000-02-21,3195,"MADRID, RETIRO",MADRID,667,11.2,"0,0",5,07:30,17.4,15:55,22,1.4,5.8,15:40,9.4,948.3,10,944.6,18,52,,,,
2000-02-22,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",4.8,06:40,16,12:30,28,1.7,7.8,16:00,4.8,946.3,23,943.9,15,58,,,,
2000-02-23,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",4.5,06:50,16.4,13:30,01,1.7,8.3,16:50,8.1,949.9,24,946.2,00,61,,,,
2000-02-24,3195,"MADRID, RETIRO",MADRID,667,11.5,"0,0",6.4,07:00,16.6,Varias,10,1.4,6.1,10:30,9.4,952.7,12,949.9,00,61,,,,
2000-02-25,3195,"MADRID, RETIRO",MADRID,667,12.6,"0,0",7.2,06:30,18,16:15,10,1.1,5,13:05,9.4,952.6,10,948.5,17,53,,,,
2000-02-26,3195,"MADRID, RETIRO",MADRID,667,12.4,"0,0",6.9,07:30,17.8,14:50,04,0.8,6.1,02:10,9,950.5,10,947.7,18,43,,,,
2000-02-27,3195,"MADRID, RETIRO",MADRID,667,12.3,"0,0",6.4,06:55,18.2,Varias,12,1.4,4.7,15:00,9.7,949.5,10,946.5,Varias,44,,,,
2000-02-28,3195,"MADRID, RETIRO",MADRID,667,11.4,"0,0",6.2,07:00,16.5,13:50,30,1.1,5.6,19:10,6.5,948.9,09,946.2,15,53,,,,
2000-02-29,3195,"MADRID, RETIRO",MADRID,667,11.8,"0,0",6,06:45,17.6,13:15,25,2.2,7.5,14:10,7.9,948.6,10,945,17,55,,,,
2000-03-01,3195,"MADRID, RETIRO",MADRID,667,11.4,"0,0",6.6,05:30,16.3,13:30,32,3.9,13.3,06:30,9.8,947.8,24,943.4,16,53,,,,
2000-03-02,3195,"MADRID, RETIRO",MADRID,667,9.6,"0,0",3.7,06:45,15.4,16:20,03,0.8,9.7,01:00,10.1,950.5,10,947.3,18,45,,,,
2000-03-03,3195,"MADRID, RETIRO",MADRID,667,10.8,"0,0",3.6,07:30,18,16:15,24,1.4,5.6,17:00,9.2,948.1,00,944.3,18,47,,,,
2000-03-04,3195,"MADRID, RETIRO",MADRID,667,12.4,"0,0",6.2,06:30,18.7,13:45,04,1.1,8.3,23:40,9.5,947.3,24,944.2,04,46,,,,
2000-03-05,3195,"MADRID, RETIRO",MADRID,667,13.3,"0,0",8,07:30,18.6,16:10,05,1.7,8.6,02:20,9.1,949.3,11,947.3,00,52,,,,
2000-03-06,3195,"MADRID, RETIRO",MADRID,667,13.6,"0,0",8.2,07:00,19,Varias,15,1.4,5,01:00,7.7,950.9,09,947.8,16,57,,,,
2000-03-07,3195,"MADRID, RETIRO",MADRID,667,14.2,"0,0",8.7,06:40,19.6,15:30,03,0.8,7.2,23:10,5.3,950.5,Varias,948.2,16,53,,,,
2000-03-08,3195,"MADRID, RETIRO",MADRID,667,15.6,"0,0",10.1,07:30,21.2,13:30,04,1.7,8.3,01:02,9.6,952.6,11,950.3,00,41,,,,
2000-03-09,3195,"MADRID, RETIRO",MADRID,667,15.2,"0,0",8,06:50,22.5,16:10,04,0.8,6.7,03:50,10,953.4,Varias,949.8,Varias,34,,,,
2000-03-10,3195,"MADRID, RETIRO",MADRID,667,16.4,"0,0",10.1,05:40,22.8,13:30,04,1.7,7.2,02:40,7.1,950.3,00,946.2,24,32,,,,
2000-03-11,3195,"MADRID, RETIRO",MADRID,667,15.4,"0,0",8.4,07:30,22.4,Varias,06,1.7,6.4,02:50,8.4,946.2,00,940.3,24,42,,,,
2000-03-12,3195,"MADRID, RETIRO",MADRID,667,14.4,"0,0",9.4,06:15,19.4,13:45,24,2.2,7.2,14:40,9.1,941.8,11,939.4,16,52,,,,
2000-03-13,3195,"MADRID, RETIRO",MADRID,667,14.3,"0,0",8.4,Varias,20.2,15:55,05,1.7,10,17:10,6.2,945.1,24,941.1,00,55,,,,
2000-03-14,3195,"MADRID, RETIRO",MADRID,667,14.6,"0,0",8.8,06:30,20.5,15:15,03,2.2,9.7,23:20,10,948.7,24,945.1,00,37,,,,
2000-03-15,3195,"MADRID, RETIRO",MADRID,667,15.5,"0,0",9.6,05:45,21.4,14:10,04,2.8,11.4,22:40,9.8,949.5,09,945,18,40,,,,
2000-03-16,3195,"MADRID, RETIRO",MADRID,667,13.8,"0,0",7.8,05:55,19.7,15:45,10,2.5,12.8,09:50,10.7,946.9,10,944.5,17,36,,,,
2000-03-17,3195,"MADRID, RETIRO",MADRID,667,13.2,"0,0",7.1,06:25,19.3,15:50,08,0.8,9.7,23:10,10.3,947,10,942.9,Varias,43,,,,
2000-03-18,3195,"MADRID, RETIRO",MADRID,667,14.7,"0,0",7.5,06:30,21.9,15:50,05,3.6,11.7,10:10,10,943.8,00,940.9,17,35,,,,
2000-03-19,3195,"MADRID, RETIRO",MADRID,667,12,"0,0",6.2,07:30,17.8,15:50,05,2.8,13.9,21:10,10.3,943,01,937.9,19,41,,,,
2000-03-20,3195,"MADRID, RETIRO",MADRID,667,11.7,"17,9",6.8,Varias,16.6,15:15,04,2.2,10.3,02:30,5.2,938.7,01,933.9,17,54,,,,
2000-03-21,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",6.7,Varias,14,15:15,34,3.9,12.5,08:10,0.3,937.3,00,934.7,17,70,,,,
2000-03-22,3195,"MADRID, RETIRO",MADRID,667,10,"11,5",7,Varias,12.9,Varias,15,2.5,10,10:50,0,936.9,00,934.5,18,82,,,,
2000-03-23,3195,"MADRID, RETIRO",MADRID,667,10,"1,7",7,06:10,12.9,14:30,25,2.2,8.9,12:20,4.6,937.1,24,933.3,04,79,,,,
2000-03-24,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,0",5.7,04:45,15.1,13:50,25,2.8,8.9,12:20,8.1,939.1,24,936.7,04,65,,,,
2000-03-25,3195,"MADRID, RETIRO",MADRID,667,9.2,"0,1",4.3,06:20,14,12:30,23,1.7,7.8,10:40,5.9,941.9,24,939.1,00,63,,,,
2000-03-26,3195,"MADRID, RETIRO",MADRID,667,9.8,"0,0",4.2,05:05,15.4,16:15,31,1.1,8.1,16:50,10.3,943.7,08,940.5,16,58,,,,
2000-03-27,3195,"MADRID, RETIRO",MADRID,667,10,"0,0",5.4,04:05,14.6,Varias,33,1.9,10.3,20:40,5,941.8,00,933.3,24,52,,,,
2000-03-28,3195,"MADRID, RETIRO",MADRID,667,7.8,"0,0",4.5,Varias,11.2,15:05,04,3.9,10.8,01:20,9.2,933.9,24,931.1,16,46,,,,
2000-03-29,3195,"MADRID, RETIRO",MADRID,667,7,"0,0",0.7,05:30,13.3,15:10,26,1.4,7.5,14:50,8.9,936.2,11,933.5,16,48,,,,
2000-03-30,3195,"MADRID, RETIRO",MADRID,667,7,"6,0",5.4,09:55,8.6,17:30,09,2.2,7.2,03:10,0.3,936.3,11,933.7,Varias,70,,,,
2000-03-31,3195,"MADRID, RETIRO",MADRID,667,10.8,"0,0",6,Varias,15.5,14:20,26,2.8,10.8,14:30,8.2,934.9,23,932.6,Varias,62,,,,
2000-04-01,3195,"MADRID, RETIRO",MADRID,667,10.6,"4,1",4.2,Varias,16.9,15:45,15,0.8,7.5,14:00,9.7,934.5,00,922.6,24,62,,,,
2000-04-02,3195,"MADRID, RETIRO",MADRID,667,8.3,"20,4",4.9,23:59,11.7,17:30,23,3.3,15,21:01,0.2,922.6,00,910.5,19,91,,,,
2000-04-03,3195,"MADRID, RETIRO",MADRID,667,7.6,"4,0",3.9,Varias,11.4,13:55,25,3.1,15.3,12:30,5.9,917.8,24,915.1,00,80,,,,
2000-04-04,3195,"MADRID, RETIRO",MADRID,667,8.8,"0,2",4,23:59,13.7,15:15,32,3.3,11.9,17:40,6.5,932.7,24,917.8,00,64,,,,
2000-04-05,3195,"MADRID, RETIRO",MADRID,667,8.2,"0,0",2.7,05:30,13.8,14:10,24,1.9,8.6,13:10,6.8,939.9,24,932.7,00,55,,,,
2000-04-06,3195,"MADRID, RETIRO",MADRID,667,8.7,"0,0",2.5,05:20,14.9,14:20,05,1.7,7.2,23:20,11.4,941.7,11,939.4,18,50,,,,
2000-04-07,3195,"MADRID, RETIRO",MADRID,667,12.6,"6,9",6.6,05:35,18.5,15:30,12,2.5,9.4,23:50,7.1,940.7,09,935,17,49,,,,
2000-04-08,3195,"MADRID, RETIRO",MADRID,667,7.8,"4,3",6.2,05:30,9.5,00:00,07,2.2,8.6,00:10,0,938.2,00,932.2,24,88,,,,
2000-04-09,3195,"MADRID, RETIRO",MADRID,667,10.4,"0,6",7.1,04:20,13.6,14:30,21,0.8,5,15:50,0.2,932.2,00,925.9,24,84,,,,
2000-04-10,3195,"MADRID, RETIRO",MADRID,667,9.9,"1,9",6,23:59,13.8,14:15,26,3.1,10.6,14:30,5.2,928.9,24,924.1,04,67,,,,
2000-04-11,3195,"MADRID, RETIRO",MADRID,667,10.8,"0,0",5,01:30,16.6,15:15,33,3.6,11.9,13:30,7.2,932.3,13,928.1,03,57,,,,
2000-04-12,3195,"MADRID, RETIRO",MADRID,667,9.6,"0,0",5.1,05:40,14.2,12:15,23,5,15.8,15:20,4.2,931.3,00,928.3,18,68,,,,
2000-04-13,3195,"MADRID, RETIRO",MADRID,667,10.4,"3,1",7,06:15,13.9,15:50,23,3.3,10,17:30,2.4,930.1,10,927.4,24,66,,,,
2000-04-14,3195,"MADRID, RETIRO",MADRID,667,10.8,"2,6",6.3,23:10,15.4,13:30,23,4.2,18.6,16:00,5.1,930.2,24,923.3,14,71,,,,
2000-04-15,3195,"MADRID, RETIRO",MADRID,667,7,"17,4",3.7,03:30,10.3,11:05,21,1.1,10,23:40,1.7,930.2,Varias,922.5,24,82,,,,
2000-04-16,3195,"MADRID, RETIRO",MADRID,667,10.8,"0,2",7.2,06:30,14.3,14:30,25,3.6,16.7,15:30,5.5,930.5,24,920.3,06,72,,,,
2000-04-17,3195,"MADRID, RETIRO",MADRID,667,10.2,"0,0",5.7,06:10,14.7,15:15,23,3.1,12.5,17:20,7.9,939,24,930.5,00,66,,,,
2000-04-18,3195,"MADRID, RETIRO",MADRID,667,9.2,"2,0",6.3,04:50,12,Varias,22,3.3,14.2,11:10,0,939,00,936.6,17,84,,,,
2000-04-19,3195,"MADRID, RETIRO",MADRID,667,14.4,Ip,11.1,Varias,17.6,15:40,26,3.9,18.9,12:40,2.6,940.5,Varias,937.4,Varias,76,,,,
2000-04-20,3195,"MADRID, RETIRO",MADRID,667,14.6,"0,0",10,02:45,19.2,15:10,23,3.9,13.6,15:30,7.9,940.6,11,939.3,Varias,62,,,,
2000-04-21,3195,"MADRID, RETIRO",MADRID,667,16.2,"0,1",11,04:50,21.5,15:10,29,1.9,9.2,18:40,6,940.3,00,935.8,18,67,,,,
2000-04-22,3195,"MADRID, RETIRO",MADRID,667,10.4,"3,8",6.8,23:40,14,Varias,25,3.1,11.4,12:30,1.3,939.7,24,935.9,Varias,87,,,,
2000-04-23,3195,"MADRID, RETIRO",MADRID,667,9.6,"0,0",4.6,06:00,14.6,13:55,23,3.1,12.2,15:20,11,944.1,23,939.7,00,64,,,,
2000-04-24,3195,"MADRID, RETIRO",MADRID,667,12.3,"0,0",6.7,06:15,17.9,14:10,22,3.3,10.3,11:40,9.6,943.5,00,936.7,24,60,,,,
2000-04-25,3195,"MADRID, RETIRO",MADRID,667,14.6,"0,4",7.6,Varias,21.7,14:10,26,2.8,12.2,21:31,11.4,936.7,00,931.3,Varias,56,,,,
2000-04-26,3195,"MADRID, RETIRO",MADRID,667,12.6,"9,8",8.3,06:25,16.8,14:50,23,2.8,8.6,16:50,11.2,933.5,Varias,929.5,24,59,,,,
2000-04-27,3195,"MADRID, RETIRO",MADRID,667,11.2,"0,5",6.5,05:20,16,13:20,26,1.7,10.6,14:00,5.7,933.5,24,928.3,05,68,,,,
2000-04-28,3195,"MADRID, RETIRO",MADRID,667,10,"0,6",5,04:45,15,15:20,27,2.5,9.7,14:20,7.7,936.9,23,933.4,02,59,,,,
2000-04-29,3195,"MADRID, RETIRO",MADRID,667,10.9,"1,7",7.2,06:40,14.6,12:40,20,1.1,6.4,16:00,2.2,936.7,Varias,935.5,16,79,,,,
2000-04-30,3195,"MADRID, RETIRO",MADRID,667,12,"0,3",9,00:20,15,17:30,11,1.4,7.2,10:40,1.1,937.9,11,935.1,19,80,,,,
2000-05-01,3195,"MADRID, RETIRO",MADRID,667,12.4,"3,5",8.8,23:35,16,14:10,10,2.5,10,15:20,0,938.1,24,935.9,Varias,62,,,,
2000-05-02,3195,"MADRID, RETIRO",MADRID,667,14,"0,0",8.5,Varias,19.4,14:10,04,1.1,6.1,23:30,11.2,938.5,11,933.3,19,62,,,,
2000-05-03,3195,"MADRID, RETIRO",MADRID,667,17.2,"10,7",12.5,06:00,21.8,Varias,12,2.2,9.7,21:30,2.7,937.5,09,931.3,20,54,,,,
2000-05-04,3195,"MADRID, RETIRO",MADRID,667,13.5,"8,1",9.8,07:30,17.2,14:30,03,1.9,12.5,11:20,3.6,936.7,06,933.5,19,80,,,,
2000-05-05,3195,"MADRID, RETIRO",MADRID,667,12.7,"1,7",9.6,05:50,15.8,12:45,26,2.2,9.2,15:00,2.9,934.9,23,933.1,18,78,,,,
2000-05-06,3195,"MADRID, RETIRO",MADRID,667,14,"2,2",9.2,03:35,18.7,15:10,22,1.1,7.5,15:20,5.8,934.7,00,932.2,18,80,,,,
2000-05-07,3195,"MADRID, RETIRO",MADRID,667,14.2,"0,7",9.9,Varias,18.5,16:15,27,1.7,6.4,14:40,3.2,936.9,24,933.8,03,85,,,,
2000-05-08,3195,"MADRID, RETIRO",MADRID,667,13.8,"0,9",9.8,05:30,17.7,14:05,12,2.5,7.8,13:00,2.7,937.9,21,935.7,16,86,,,,
2000-05-09,3195,"MADRID, RETIRO",MADRID,667,15,"0,3",10.5,04:30,19.4,13:10,27,1.1,7.5,16:40,2.7,937.3,00,933.5,16,85,,,,
2000-05-10,3195,"MADRID, RETIRO",MADRID,667,14.6,"0,0",9.2,06:00,20,15:20,20,1.9,8.9,16:20,9.8,936.9,23,934.1,16,76,,,,
2000-05-11,3195,"MADRID, RETIRO",MADRID,667,14.2,"0,2",9.9,05:10,18.5,12:50,20,1.4,9.4,17:30,4.4,939.7,Varias,936.6,02,70,,,,
2000-05-12,3195,"MADRID, RETIRO",MADRID,667,16.4,"0,0",10.8,04:40,21.9,17:30,04,2.2,7.2,06:30,7.4,941.4,24,939.5,18,59,,,,
2000-05-13,3195,"MADRID, RETIRO",MADRID,667,19,"0,0",12.5,Varias,25.5,14:50,13,1.4,5.6,10:50,12.2,943.1,10,941,19,50,,,,
2000-05-14,3195,"MADRID, RETIRO",MADRID,667,21.1,"0,0",14.4,05:50,27.8,14:30,13,1.4,7.8,01:10,12.7,942.9,07,939,18,49,,,,
2000-05-15,3195,"MADRID, RETIRO",MADRID,667,22.5,"0,0",16.5,08:10,28.5,14:35,15,2.2,7.2,21:50,10.5,941.1,Varias,938.6,18,66,,,,
2000-05-16,3195,"MADRID, RETIRO",MADRID,667,22.1,"1,6",16.3,06:00,27.9,14:10,03,1.9,10.3,21:40,9.3,941.4,08,937.3,17,51,,,,
2000-05-17,3195,"MADRID, RETIRO",MADRID,667,20.4,"3,1",15.6,08:30,25.1,12:30,26,2.2,8.3,15:10,6.3,940.2,Varias,937.8,18,69,,,,
2000-05-18,3195,"MADRID, RETIRO",MADRID,667,21.2,"0,0",15.4,05:30,27.1,14:15,24,2.5,7.5,14:30,12.5,938.7,11,935.3,18,57,,,,
2000-05-19,3195,"MADRID, RETIRO",MADRID,667,21.5,"0,0",15,06:15,28,14:10,27,2.8,7.5,14:50,12.8,937.4,08,934.1,18,45,,,,
2000-05-20,3195,"MADRID, RETIRO",MADRID,667,21.2,"0,1",15.3,05:10,27.2,14:20,24,1.7,9.2,14:50,10.2,935.1,07,931.5,18,54,,,,
2000-05-21,3195,"MADRID, RETIRO",MADRID,667,16.2,"10,7",12.9,23:59,19.5,00:00,27,1.7,6.7,03:50,0,939,24,933.1,01,86,,,,
2000-05-22,3195,"MADRID, RETIRO",MADRID,667,17.2,"0,0",12,05:45,22.5,13:15,30,1.4,6.1,14:10,8.3,941.9,24,939,00,66,,,,
2000-05-23,3195,"MADRID, RETIRO",MADRID,667,19.7,"0,0",13.7,05:30,25.7,14:00,34,1.1,10,15:20,9.8,943.3,09,940.3,18,55,,,,
2000-05-24,3195,"MADRID, RETIRO",MADRID,667,19.4,"0,0",13.1,05:00,25.6,13:10,23,1.4,7.5,14:30,8.8,942.5,07,939.9,18,59,,,,
2000-05-25,3195,"MADRID, RETIRO",MADRID,667,21.2,"0,0",16.2,05:10,26.2,13:50,28,1.4,8.1,15:10,6,942.5,Varias,940.5,18,54,,,,
2000-05-26,3195,"MADRID, RETIRO",MADRID,667,19.3,"1,8",14.2,22:30,24.4,14:15,31,2.5,13.9,18:30,7.1,941.5,00,937.9,17,66,,,,
2000-05-27,3195,"MADRID, RETIRO",MADRID,667,18.2,"0,0",12,04:45,24.5,Varias,24,2.5,8.6,18:10,6.1,942.2,09,938.7,18,55,,,,
2000-05-28,3195,"MADRID, RETIRO",MADRID,667,18.8,"0,0",13.5,06:10,24.2,13:30,24,2.5,9.7,12:50,8,943.7,24,940.1,02,56,,,,
2000-05-29,3195,"MADRID, RETIRO",MADRID,667,21.5,"0,0",15.5,05:15,27.5,14:20,32,1.9,8.3,11:40,13.9,944.3,Varias,943,Varias,52,,,,
2000-05-30,3195,"MADRID, RETIRO",MADRID,667,23.9,"0,0",17.4,05:10,30.4,14:40,25,1.7,7.2,12:50,11.8,944.9,07,941.7,18,49,,,,
2000-05-31,3195,"MADRID, RETIRO",MADRID,667,25.6,"0,0",18.5,05:10,32.6,13:10,22,1.9,6.4,15:50,12.7,943.5,Varias,941.3,18,41,,,,
2000-06-01,3195,"MADRID, RETIRO",MADRID,667,24.5,"11,1",17.5,23:50,31.5,15:15,17,3.1,13.6,17:50,9.8,943.4,11,939.3,17,50,,,,
2000-06-02,3195,"MADRID, RETIRO",MADRID,667,23.8,"0,0",17,04:45,30.5,14:30,04,1.7,7.8,00:20,12.3,944.1,01,939,20,52,,,,
2000-06-03,3195,"MADRID, RETIRO",MADRID,667,24,"1,0",18.6,05:00,29.5,15:30,15,1.4,9.7,22:00,8.4,940.5,08,936.5,19,47,,,,
2000-06-04,3195,"MADRID, RETIRO",MADRID,667,19,"10,0",14.6,10:15,23.4,00:00,05,2.2,13.9,10:00,4.3,940.7,10,936.5,06,73,,,,
